30 50603.496136,50736.239147,50873.439584,51018.028179,51174.062006,51347.813072,51550.341160,51805.167740,52182.859119,inf
31 78550.629398,78738.198379,78932.065808,79136.372876,79356.852326,79602.366650,79888.543579,80248.619501,80782.306261,inf
32 116486.910391,116636.630705,116791.378532,116954.459433,117130.449366,117326.422502,117554.853126,117842.271013,118268.267617,inf
33 61618.927344,61787.261770,61961.248761,62144.604842,62342.474882,62562.812555,62819.643023,63142.794398,63621.753414,inf
34 54694.512287,54850.679304,55012.090310,55182.193199,55365.760960,55570.172368,55808.438828,56108.232442,56552.571739,inf
35 124295.117305,124369.776729,124446.943169,124528.264974,124616.023987,124713.747811,124827.656862,124970.980458,125183.407618,inf
36 55096.379499,55422.370885,55759.308855,56114.390725,56497.579891,56924.279199,57421.649356,58047.454585,58974.992204,inf
37 67395.308132,67575.506990,67761.756812,67958.036071,68169.852251,68405.719613,68680.651831,69026.579339,69539.296016,inf
38 56693.751765,56806.833370,56923.712184,57046.884850,57179.807522,57327.823220,57500.353595,57717.436202,58039.185326,inf
39 60703.748247,60877.952648,61058.006724,61247.756598,61452.526547,61680.547595,61946.333975,62280.753932,62776.414685,inf
40 84526.362267,84763.929293,85009.473669,85268.240457,85547.490506,85858.448678,86220.908406,86676.965509,87352.910835,inf
41 65102.871679,65374.063929,65654.362643,65949.755267,66268.530354,66623.501529,67037.263788,67557.871188,68329.489780,inf
42 130205.823361,130428.189557,130658.022669,130900.232150,131161.614263,131452.675641,131791.943225,132218.819314,132851.513983,inf
43 50319.130176,50517.481126,50722.492577,50938.543765,51171.696967,51431.324114,51733.951262,52114.725318,52679.089827,inf
44 43858.900234,44025.318979,44197.325961,44378.595411,44574.213649,44792.043833,45045.951517,45365.425361,45838.933723,inf
45 55147.199490,55387.337529,55635.539252,55897.106481,56179.378648,56493.702092,56860.084455,57321.077128,58004.337712,inf
46 94981.208596,95175.262799,95375.833219,95587.204230,95815.306785,96069.309798,96365.381330,96737.906924,97290.045971,inf
47 49334.637973,49505.707259,49682.520943,49868.855933,50069.940685,50293.858092,50554.861177,50883.262656,51370.003118,inf
48 76381.298230,76651.789210,76931.363105,77225.991881,77543.942653,77897.995917,78310.688236,78829.949409,79599.572689,inf
49 72122.015807,72369.052772,72624.385082,72893.466877,73183.848442,73507.202084,73884.110246,74358.346778,75061.236758,inf
50 113457.365412,113639.815283,113828.391705,114027.122849,114241.585001,114480.398776,114758.765398,115109.014172,115628.135615,inf
51 75644.453793,75860.520462,76083.842514,76319.190319,76573.167604,76855.983354,77185.639653,77600.422550,78215.193288,inf
52 81556.504226,81774.958309,82000.747942,82238.696205,82495.479794,82781.420498,83114.719310,83534.085322,84155.648925,inf
53 51895.247054,52075.437583,52261.678798,52457.948984,52669.755376,52905.611836,53180.531347,53526.442867,54039.135847,inf
54 68703.167650,68889.772349,69082.643115,69285.899852,69505.245828,69749.497975,70034.203683,70392.428474,70923.371578,inf
55 100267.309498,100453.381324,100645.701324,100848.377636,101067.097243,101310.651897,101594.544593,101951.746428,102481.173357,inf
56 74712.083576,74872.133800,75037.558409,75211.891030,75400.023338,75609.517585,75853.708715,76160.956916,76616.345034,inf
57 73630.688060,73794.783077,73964.388301,74143.126660,74336.013452,74550.802042,74801.164377,75116.177362,75583.074059,inf
58 92862.511555,93115.932625,93377.863414,93653.899012,93951.784823,94283.494800,94670.143291,95156.635380,95877.689942,inf
59 76342.570852,76463.688004,76588.872195,76720.797475,76863.165596,77021.699249,77206.489584,77438.998021,77783.610549,inf
60 50487.756853,50776.185395,51074.299185,51388.466216,51727.501840,52105.034083,52545.094022,53098.789910,53919.450623,inf
61 74700.689015,74892.430520,75090.610583,75299.462519,75524.846595,75775.822453,76068.365466,76436.451378,76982.010146,inf
62 50474.507737,50638.250046,50807.490718,50985.844894,51178.317093,51392.644014,51642.468216,51956.804108,52422.697251,inf
63 42744.219033,42828.968835,42916.564482,43008.877100,43108.496929,43219.428333,43348.732432,43511.426515,43752.563653,inf
64 49838.411757,50025.992776,50219.872647,50424.192828,50644.686429,50890.216509,51176.411804,51536.510836,52070.231847,inf
65 64323.781625,64553.879097,64791.703097,65042.333770,65312.803673,65613.984737,65965.048050,66406.765860,67061.458195,inf
66 94542.722596,94701.041797,94864.677256,95037.124382,95223.221945,95430.450407,95672.000488,95975.925646,96426.388514,inf
67 47782.655087,47966.688255,48156.901141,48357.356871,48573.680122,48814.566321,49095.348605,49448.636832,49972.263205,inf
68 97492.507450,97656.499046,97825.997377,98004.623087,98197.388313,98412.041534,98662.246079,98977.060528,99443.662966,inf
69 113327.058413,113507.473470,113693.946750,113890.461500,114102.531813,114338.682163,114613.944237,114960.286781,115473.618604,inf
70 55606.742865,55815.492819,56031.252465,56258.630633,56504.007427,56777.246123,57095.739194,57496.476203,58090.428817,inf
71 73844.981489,73974.410916,74108.186502,74249.165819,74401.304668,74570.718491,74768.190993,75016.656492,75384.919789,inf
72 57295.761371,57471.527456,57653.195655,57844.646574,58051.252216,58281.317397,58549.486463,58886.904383,59387.008568,inf
73 91023.061562,91138.712902,91258.247740,91384.219455,91520.162742,91671.542038,91847.993096,92070.008818,92399.069563,inf
74 92089.509844,92221.712003,92358.353427,92502.352906,92657.750986,92830.794116,93032.497019,93286.285327,93662.437831,inf
75 68584.519368,68755.837367,68932.908117,69119.514016,69320.891121,69545.134076,69806.516628,70135.395564,70622.843688,inf
76 64625.089818,64876.840738,65137.045294,65411.261702,65707.184322,66036.708192,66420.808508,66904.094411,67620.396923,inf
77 56402.525979,56629.638498,56864.377311,57111.756663,57378.717878,57675.991852,58022.500974,58458.488573,59104.687871,inf
78 100073.549150,100286.993705,100507.605594,100740.097295,100990.992395,101270.375986,101596.031684,102005.780912,102613.090993,inf
79 63792.798974,63922.631368,64056.823452,64198.241696,64350.854216,64520.795494,64718.882809,64968.121883,65337.531736,inf
80 50088.593602,50268.893690,50455.248141,50651.637663,50863.572835,51099.572700,51374.659365,51720.781204,52233.785908,inf
81 69856.157397,70131.520398,70416.129914,70716.065475,71039.743104,71400.173493,71820.299132,72348.913118,73132.398675,inf
82 76618.798377,76805.007300,76997.469001,77200.294644,77419.175403,77662.909508,77947.011375,78304.476396,78834.293406,inf
83 51505.939635,51755.113612,52012.654694,52284.064202,52576.957735,52903.108574,53283.277209,53761.616161,54470.586545,inf
84 71966.721507,72145.089486,72329.446949,72523.731946,72733.396005,72966.866877,73239.005693,73581.418465,74088.925773,inf
85 61037.924807,61347.407472,61667.282370,62004.382331,62368.166191,62773.256770,63245.439314,63839.552775,64720.118420,inf
86 52305.404953,52497.170647,52695.375712,52904.253996,53129.666507,53380.674026,53673.253946,54041.386294,54587.013889,inf
87 63316.349036,63431.743351,63551.012534,63676.704288,63812.345453,63963.388323,64139.447235,64360.969548,64689.298985,inf
88 49101.853868,49249.560519,49402.227067,49563.114612,49736.737570,49930.074967,50155.433315,50438.985577,50859.252743,inf
89 58903.869408,59042.295944,59185.370755,59336.150056,59498.864629,59680.055021,59891.254553,60156.991790,60550.854405,inf
90 73014.547102,73277.211311,73548.695618,73834.799185,74143.549918,74487.358500,74888.109393,75392.345525,76139.699430,inf
91 66111.861549,66361.116947,66618.742183,66890.240378,67183.229617,67509.487029,67889.779889,68368.275144,69077.477192,inf
92 60401.431535,60650.704946,60908.348800,61179.866615,61472.877028,61799.158018,62179.478360,62658.008195,63367.261495,inf
93 96406.715038,96615.723769,96831.750881,97059.410917,97305.091892,97578.669307,97897.557197,98298.790979,98893.479885,inf
94 70647.190741,70826.610282,71012.054618,71207.485016,71418.385142,71653.232434,71926.975635,72271.407089,72781.906389,inf
95 76925.061262,77171.015769,77425.229273,77693.132015,77982.241197,78304.177980,78679.434619,79151.593159,79851.403240,inf
96 66246.381831,66421.062099,66601.608021,66791.876228,66997.205539,67225.849463,67492.361882,67827.695361,68324.710091,inf
97 75968.252584,76112.518787,76261.629357,76418.769438,76588.348292,76777.182389,76997.291591,77274.239227,77684.717343,inf
98 93795.764332,93970.443554,94150.988393,94341.255459,94546.583539,94775.226093,95041.736915,95377.068383,95874.080134,inf
99 102230.614447,102511.501362,102801.820282,103107.772693,103437.943450,103805.604246,104234.157805,104773.376041,105572.578693,inf
